,"Voucher_x000D_
Date",Branch,Sett#,"Entry_x000D_
Details","Amount_x000D_
Debit","Amount_x000D_
Credit","Running_x000D_
Balance",DrCr,column_8
2855,,,,,,,,, 
2856,29-Apr-2024,    ,24005F,NSE-F&O Obligation for 26/04/24,17053.45,0.0,2355999.44,Cr,
2857,,,,,,,,, 
2858,29-Apr-2024,HO  ,25619M,Obligation For: 2425619M [Equities] Trade Date,153699.9,0.0,2202299.54,Cr,
2859,,,,26/04/24,,,,,
2860,,,,,,,,, 
2861,30-Apr-2024,    ,24005F,NSE-F&O Obligation for 29/04/24,0.0,10816.73,2213116.27,Cr,
2862,,,,,,,,, 
2863,02-May-2024,    ,24005F,NSE-F&O Obligation for 30/04/24,0.0,10850.19,2223966.46,Cr,
2864,,,,,,,,, 
2865,03-May-2024,    ,24005F,NSE-F&O Obligation for 02/05/24,0.0,45009.12,2268975.58,Cr,
2866,,,,,,,,, 
2867,03-May-2024,HO  ,25622M,Obligation For: 2425622M [Equities] Trade Date,170165.65,0.0,2098809.93,Cr,
2868,,,,02/05/24,,,,,
2869,,,,,,,,, 
2870,06-May-2024,    ,24005F,NSE-F&O Obligation for 03/05/24,20233.67,0.0,2078576.2600000002,Cr,
2871,,,,,,,,, 
2872,06-May-2024,HO  ,25623M,Obligation For: 2425623M [Equities] Trade Date,0.0,642976.83,2721553.0900000003,Cr,
2873,,,,03/05/24,,,,,
2874,,,,,,,,, 
2875,07-May-2024,    ,24005F,NSE-F&O Obligation for 06/05/24,0.0,48154.32,2769707.41,Cr,
2876,,,,,,,,, 
2877,07-May-2024,HO  ,25624M,Obligation For: 2425624M [Equities] Trade Date,0.0,580195.57,3349902.98,Cr,
2878,,,,06/05/24,,,,,
2879,,,,,,,,, 
2880,08-May-2024,    ,24005F,NSE-F&O Obligation for 07/05/24,239891.22,0.0,3110011.76,Cr,
2881,,,,,,,,, 
2882,08-May-2024,HO  ,25625M,Obligation For: 2425625M [Equities] Trade Date,188225.6,0.0,2921786.1599999997,Cr,
2883,,,,07/05/24,,,,,
2884,,,,,,,,, 
2885,08-May-2024,HO  ,25625V,Obligation For: 2425625V [Equities] Trade Date,0.0,128115.88,3049902.0399999996,Cr,
2886,,,,07/05/24,,,,,
2887,,,,,,,,, 
2888,09-May-2024,    ,24005F,NSE-F&O Obligation for 08/05/24,16797.59,0.0,3033104.4499999997,Cr,
2889,,,,,,,,, 
2890,09-May-2024,HO  ,24042O,Obligation For: 2024042O [BSE] Trade Date 08/05/24,13.71,0.0,3033090.7399999998,Cr,
2891,,,,,,,,, 
2892,09-May-2024,HO  ,25626M,Obligation For: 2425626M [Equities] Trade Date,57261.82,0.0,2975828.92,Cr,
2893,,,,08/05/24,,,,,
2894,,,,,,,,, 
2895,10-May-2024,    ,24005F,NSE-F&O Obligation for 09/05/24,0.0,71324.82,3047153.7399999998,Cr,
2896,,,,,,,,, 
2897,10-May-2024,HO  ,25627M,Obligation For: 2425627M [Equities] Trade Date,636409.17,0.0,2410744.57,Cr,
2898,,,,09/05/24,,,,,
2899,,,,,,,,, 
2900,13-May-2024,HO  ,,AXIS BANK LTD-BSE CASH CLIENT A/C       ,0.0,15000000.0,17410744.57,Cr,
2901,,,,Cheque# :RTGS dated 13/05/24,,,,,
2902,,,,RTGS/IDIBR52024051338984467/KEYNOTE FINANCIAL,,,,,
2903,,,,SERV/INDIAN BANK//SL/./BL/.//URGENT //,,,,,
2904,,,,Bank# :INDIAN BANK,,,,,
2905,,,,A/c # :416199990,,,,,
2906,,,,,,,,, 
2907,13-May-2024,    ,24005F,NSE-F&O Obligation for 10/05/24,0.0,42233.3,17452977.87,Cr,
2908,,,,,,,,, 
2909,15-May-2024,    ,24005F,NSE-F&O Obligation for 14/05/24,0.0,36484.13,17489462.0,Cr,
2910,,,,,,,,, 
2911,16-May-2024,HO  ,25631M,Obligation For: 2425631M [Equities] Trade Date,6194530.55,0.0,11294931.45,Cr,
2912,,,,15/05/24,,,,,
2913,,,,,,,,, 
2914,16-May-2024,HO  ,25631V,Obligation For: 2425631V [Equities] Trade Date,331831.74,0.0,10963099.709999999,Cr,
2915,,,,15/05/24,,,,,
2916,,,,,,,,, 
2917,17-May-2024,    ,24005F,NSE-F&O Obligation for 16/05/24,0.0,45767.82,11008867.53,Cr,
2918,,,,,,,,, 
2919,21-May-2024,    ,24005F,NSE-F&O Obligation for 17/05/24,0.0,38729.33,11047596.86,Cr,
2920,,,,,,,,, 
2921,22-May-2024,    ,24005F,NSE-F&O Obligation for 21/05/24,0.0,39591.11,11087187.969999999,Cr,
2922,,,,,,,,, 
2923,22-May-2024,HO  ,25635M,Obligation For: 2425635M [Equities] Trade Date,1097972.28,0.0,9989215.69,Cr,
2924,,,,21/05/24,,,,,
2925,,,,,,,,, 
2926,24-May-2024,    ,24005F,NSE-F&O Obligation for 22/05/24,0.0,7561.37,9996777.059999999,Cr,
2927,,,,,,,,, 
2928,24-May-2024,    ,24005F,NSE-F&O Obligation for 23/05/24,66290.47,0.0,9930486.589999998,Cr,
2929,,,,,,,,, 
2930,24-May-2024,HO  ,25636M,Obligation For: 2425636M [Equities] Trade Date,0.0,312155.71,10242642.299999999,Cr,
2931,,,,22/05/24,,,,,
2932,,,,,,,,, 
2933,24-May-2024,HO  ,25637M,Obligation For: 2425637M [Equities] Trade Date,0.0,1106588.37,11349230.669999998,Cr,
2934,,,,23/05/24,,,,,
2935,,,,,,,,, 
2936,27-May-2024,    ,24005F,NSE-F&O Obligation for 24/05/24,0.0,23086.94,11372317.609999998,Cr,
2937,,,,,,,,, 
2938,27-May-2024,HO  ,25638M,Obligation For: 2425638M [Equities] Trade Date,1934319.03,0.0,9437998.579999998,Cr,
2939,,,,24/05/24,,,,,
2940,,,,,,,,, 
2941,28-May-2024,    ,24005F,NSE-F&O Obligation for 27/05/24,0.0,34997.86,9472996.439999998,Cr,
2942,,,,,,,,, 
2943,28-May-2024,HO  ,25639M,Obligation For: 2425639M [Equities] Trade Date,1076472.28,0.0,8396524.159999998,Cr,
2944,,,,27/05/24,,,,,
2945,,,,,,,,, 
2946,29-May-2024,    ,24005F,NSE-F&O Obligation for 28/05/24,0.0,29846.18,8426370.339999998,Cr,
2947,,,,,,,,, 
2948,29-May-2024,HO  ,25640M,Obligation For: 2425640M [Equities] Trade Date,273181.58,0.0,8153188.759999998,Cr,
2949,,,,28/05/24,,,,,
2950,,,,,,,,, 
2951,30-May-2024,    ,24005F,NSE-F&O Obligation for 29/05/24,151324.8300000002,0.0,8001863.929999998,Cr,
2952,,,,,,,,, 
2953,30-May-2024,HO  ,25641M,Obligation For: 2425641M [Equities] Trade Date,0.0,336979.14,8338843.0699999975,Cr,
2954,,,,29/05/24,,,,,
2955,,,,,,,,, 
2956,31-May-2024,    ,24005F,NSE-F&O Obligation for 30/05/24,0.0,140176.12,8479019.189999998,Cr,
2957,,,,,,,,, 
2958,31-May-2024,HO  ,25642M,Obligation For: 2425642M [Equities] Trade Date,1479601.51,0.0,6999417.679999998,Cr,
2959,,,,30/05/24,,,,,
2960,,,,,,,,, 
2961,03-Jun-2024,    ,24006F,NSE-F&O Obligation for 31/05/24,0.0,134117.77,7133535.449999997,Cr,
2962,,,,,,,,, 
2963,04-Jun-2024,    ,24006F,NSE-F&O Obligation for 03/06/24,0.0,130337.59,7263873.039999997,Cr,
2964,,,,,,,,, 
2965,04-Jun-2024,HO  ,25644M,Obligation For: 2425644M [Equities] Trade Date,1582199.07,0.0,5681673.969999997,Cr,
2966,,,,03/06/24,,,,,
2967,,,,,,,,, 
2968,05-Jun-2024,    ,24006F,NSE-F&O Obligation for 04/06/24,1065414.56,0.0,4616259.409999996,Cr,
2969,,,,,,,,, 
2970,06-Jun-2024,    ,24006F,NSE-F&O Obligation for 05/06/24,23954.99,0.0,4592304.419999996,Cr,
2971,,,,,,,,, 
2972,06-Jun-2024,HO  ,25646M,Obligation For: 2425646M [Equities] Trade Date,0.0,1748438.24,6340742.659999996,Cr,
2973,,,,05/06/24,,,,,
2974,,,,,,,,, 
2975,06-Jun-2024,HO  ,25646V,Obligation For: 2425646V [Equities] Trade Date,0.0,231697.08,6572439.7399999965,Cr,
2976,,,,05/06/24,,,,,
2977,,,,,,,,, 
2978,07-Jun-2024,    ,24006F,NSE-F&O Obligation for 06/06/24,0.0,99731.31,6672171.049999996,Cr,
2979,,,,,,,,, 
2980,07-Jun-2024,HO  ,25647M,Obligation For: 2425647M [Equities] Trade Date,2360469.41,0.0,4311701.639999996,Cr,
2981,,,,06/06/24,,,,,
2982,,,,,,,,, 
2983,10-Jun-2024,    ,24006F,NSE-F&O Obligation for 07/06/24,0.0,65782.89,4377484.529999996,Cr,
2984,,,,,,,,, 
2985,10-Jun-2024,HO  ,25648V,Obligation For: 2425648V [Equities] Trade Date,0.0,33887.11,4411371.639999996,Cr,
2986,,,,07/06/24,,,,,
2987,,,,,,,,, 
2988,11-Jun-2024,    ,24006F,NSE-F&O Obligation for 10/06/24,0.0,84997.11,4496368.749999996,Cr,
2989,,,,,,,,, 
2990,11-Jun-2024,HO  ,25649M,Obligation For: 2425649M [Equities] Trade Date,995354.82,0.0,3501013.9299999964,Cr,
2991,,,,10/06/24,,,,,
2992,,,,,,,,, 
2993,12-Jun-2024,    ,24006F,NSE-F&O Obligation for 11/06/24,0.0,25906.54,3526920.4699999965,Cr,
2994,,,,,,,,, 
2995,12-Jun-2024,HO  ,25650V,Obligation For: 2425650V [Equities] Trade Date,0.0,489470.45,4016390.9199999967,Cr,
2996,,,,11/06/24,,,,,
2997,,,,,,,,, 
2998,13-Jun-2024,    ,24006F,NSE-F&O Obligation for 12/06/24,104977.9700000004,0.0,3911412.9499999965,Cr,
2999,,,,,,,,, 
3000,14-Jun-2024,    ,24006F,NSE-F&O Obligation for 13/06/24,0.0,69600.4,3981013.3499999964,Cr,
3001,,,,,,,,, 
3002,14-Jun-2024,HO  ,25652M,Obligation For: 2425652M [Equities] Trade Date,1534525.79,0.0,2446487.5599999963,Cr,
3003,,,,13/06/24,,,,,
3004,,,,,,,,, 
3005,18-Jun-2024,    ,24006F,NSE-F&O Obligation for 14/06/24,0.0,26106.33,2472593.8899999964,Cr,
3006,,,,,,,,, 
3007,19-Jun-2024,    ,24006F,NSE-F&O Obligation for 18/06/24,11798.16,0.0,2460795.7299999963,Cr,
3008,,,,,,,,, 
3009,19-Jun-2024,HO  ,25654M,Obligation For: 2425654M [Equities] Trade Date,294597.08,0.0,2166198.649999996,Cr,
3010,,,,18/06/24,,,,,
3011,,,,,,,,, 
3012,19-Jun-2024,HO  ,25654V,Obligation For: 2425654V [Equities] Trade Date,0.0,681761.02,2847959.669999996,Cr,
3013,,,,18/06/24,,,,,
3014,,,,,,,,, 
3015,20-Jun-2024,    ,24006F,NSE-F&O Obligation for 19/06/24,343857.47,0.0,2504102.1999999965,Cr,
3016,,,,,,,,, 
3017,21-Jun-2024,    ,24006F,NSE-F&O Obligation for 20/06/24,0.0,107607.41,2611709.6099999966,Cr,
3018,,,,,,,,, 
3019,21-Jun-2024,HO  ,25656M,Obligation For: 2425656M [Equities] Trade Date,0.0,1369857.98,3981567.5899999966,Cr,
3020,,,,20/06/24,,,,,
3021,,,,,,,,, 
3022,24-Jun-2024,    ,24006F,NSE-F&O Obligation for 21/06/24,0.0,82120.71,4063688.2999999966,Cr,
3023,,,,,,,,, 
3024,24-Jun-2024,HO  ,25657M,Obligation For: 2425657M [Equities] Trade Date,977720.45,0.0,3085967.849999997,Cr,
3025,,,,21/06/24,,,,,
3026,,,,,,,,, 
3027,25-Jun-2024,    ,24006F,NSE-F&O Obligation for 24/06/24,0.0,52656.56,3138624.409999997,Cr,
3028,,,,,,,,, 
3029,25-Jun-2024,HO  ,25658M,Obligation For: 2425658M [Equities] Trade Date,0.0,1065790.44,4204414.849999997,Cr,
3030,,,,24/06/24,,,,,
3031,,,,,,,,, 
3032,25-Jun-2024,HO  ,25658V,Obligation For: 2425658V [Equities] Trade Date,0.0,278232.19,4482647.039999997,Cr,
3033,,,,24/06/24,,,,,
3034,,,,,,,,, 
3035,26-Jun-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,1600000.0,6082647.039999997,Cr,
3036,,,,Of Client,,,,,
3037,,,,,,,,, 
3038,26-Jun-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,1600000.0,0.0,4482647.039999997,Cr,
3039,,,,Of Client,,,,,
3040,,,,,,,,, 
3041,26-Jun-2024,    ,24006F,NSE-F&O Obligation for 25/06/24,0.0,39780.59,4522427.629999997,Cr,
3042,,,,,,,,, 
3043,27-Jun-2024,    ,24006F,NSE-F&O Obligation for 26/06/24,0.0,38542.57,4560970.199999997,Cr,
3044,,,,,,,,, 
3045,27-Jun-2024,HO  ,25660M,Obligation For: 2425660M [Equities] Trade Date,169201.04,0.0,4391769.159999997,Cr,
3046,,,,26/06/24,,,,,
3047,,,,,,,,, 
3048,28-Jun-2024,    ,24006F,NSE-F&O Obligation for 27/06/24,0.0,135536.05,4527305.209999997,Cr,
3049,,,,,,,,, 
3050,01-Jul-2024,    ,24007F,NSE-F&O Obligation for 28/06/24,0.0,74034.64,4601339.849999997,Cr,
3051,,,,,,,,, 
3052,01-Jul-2024,HO  ,25662M,Obligation For: 2425662M [Equities] Trade Date,639621.22,0.0,3961718.629999997,Cr,
3053,,,,28/06/24,,,,,
3054,,,,,,,,, 
3055,02-Jul-2024,    ,24007F,NSE-F&O Obligation for 01/07/24,0.0,51412.8,4013131.429999997,Cr,
3056,,,,,,,,, 
3057,03-Jul-2024,    ,24007F,NSE-F&O Obligation for 02/07/24,34458.49,0.0,3978672.9399999967,Cr,
3058,,,,,,,,, 
3059,03-Jul-2024,HO  ,25664V,Obligation For: 2425664V [Equities] Trade Date,0.0,377241.73,4355914.669999996,Cr,
3060,,,,02/07/24,,,,,
3061,,,,,,,,, 
3062,04-Jul-2024,    ,24007F,NSE-F&O Obligation for 03/07/24,0.0,30800.44,4386715.109999997,Cr,
3063,,,,,,,,, 
3064,05-Jul-2024,HO  ,,		Inter Segment Balance Transfer From NFO   To,0.0,269020.84,4655735.949999996,Cr,
3065,,,,BSE,,,,,
3066,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
3067,,,,,,,,, 
3068,05-Jul-2024,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,1000000.0,5655735.949999996,Cr,
3069,,,,Of Client,,,,,
3070,,,,,,,,, 
3071,05-Jul-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,828118.97,6483854.919999996,Cr,
3072,,,,Of Client,,,,,
3073,,,,,,,,, 
3074,05-Jul-2024,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,0.0,100000.0,6583854.919999996,Cr,
3075,,,,Of Client,,,,,
3076,,,,,,,,, 
3077,05-Jul-2024,HO  ,,AXIS BANK LTD-DSCNBA A/C                ,1828118.97,0.0,4755735.949999996,Cr,
3078,,,,BEING FUNDS PAY OUT VIA,,,,,
3079,,,,,,,,, 
3080,05-Jul-2024,HO  ,,		Inter Segment Balance Transfer From NFO   To,269020.84,0.0,4486715.109999997,Cr,
3081,,,,BSE,,,,,
3082,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
3083,,,,,,,,, 
3084,05-Jul-2024,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,1000000.0,0.0,3486715.1099999966,Cr,
3085,,,,Of Client,,,,,
3086,,,,,,,,, 
3087,05-Jul-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,828118.97,0.0,2658596.139999997,Cr,
3088,,,,Of Client,,,,,
3089,,,,,,,,, 
3090,05-Jul-2024,HO  ,,Inter Segment Balance Transfer From NFO  To  BSE,100000.0,0.0,2558596.139999997,Cr,
3091,,,,Of Client,,,,,
3092,,,,,,,,, 
3093,05-Jul-2024,    ,24007F,NSE-F&O Obligation for 04/07/24,0.0,145547.46,2704143.599999997,Cr,
3094,,,,,,,,, 
3095,05-Jul-2024,HO  ,25666M,Obligation For: 2425666M [Equities] Trade Date,1513916.42,0.0,1190227.179999997,Cr,
3096,,,,04/07/24,,,,,
3097,,,,,,,,, 
3098,08-Jul-2024,    ,24007F,NSE-F&O Obligation for 05/07/24,259546.78,0.0,930680.3999999969,Cr,
3099,,,,,,,,, 
3100,08-Jul-2024,HO  ,25667M,Obligation For: 2425667M [Equities] Trade Date,0.0,882730.92,1813411.319999997,Cr,
3101,,,,05/07/24,,,,,
3102,,,,,,,,, 
3103,08-Jul-2024,HO  ,25667V,Obligation For: 2425667V [Equities] Trade Date,0.0,831354.53,2644765.849999997,Cr,
3104,,,,05/07/24,,,,,
3105,,,,,,,,, 
3106,09-Jul-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,300000.0,2944765.849999997,Cr,
3107,,,,Of Client,,,,,
3108,,,,,,,,, 
3109,09-Jul-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,300000.0,0.0,2644765.849999997,Cr,
3110,,,,Of Client,,,,,
3111,,,,,,,,, 
3112,09-Jul-2024,HO  ,25668M,Obligation For: 2425668M [Equities] Trade Date,572754.85,0.0,2072010.9999999967,Cr,
3113,,,,08/07/24,,,,,
3114,,,,,,,,, 
3115,10-Jul-2024,HO  ,25669M,Obligation For: 2425669M [Equities] Trade Date,922250.66,0.0,1149760.3399999966,Cr,
3116,,,,09/07/24,,,,,
3117,,,,,,,,, 
3118,11-Jul-2024,HO  ,,AXIS BANK LTD-BSE CASH CLIENT A/C       ,0.0,1828118.0,2977878.3399999966,Cr,
3119,,,,Cheque# :RTGS dated 11/07/24,,,,,
3120,,,,RTGS/IDIBR52024071140009910/KEYNOTE FINANCIAL,,,,,
3121,,,,SERV/INDIAN BANK//SL/./BL/.//URGENT //,,,,,
3122,,,,Bank# :INDIAN BANK,,,,,
3123,,,,A/c # :416199990,,,,,
3124,,,,,,,,, 
3125,11-Jul-2024,    ,24007F,NSE-F&O Obligation for 10/07/24,3252.0600000004,0.0,2974626.279999996,Cr,
3126,,,,,,,,, 
3127,11-Jul-2024,HO  ,25670M,Obligation For: 2425670M [Equities] Trade Date,0.0,910212.58,3884838.859999996,Cr,
3128,,,,10/07/24,,,,,
3129,,,,,,,,, 
3130,11-Jul-2024,HO  ,25670V,Obligation For: 2425670V [Equities] Trade Date,0.0,350355.09,4235193.949999996,Cr,
3131,,,,10/07/24,,,,,
3132,,,,,,,,, 
3133,12-Jul-2024,    ,24007F,NSE-F&O Obligation for 11/07/24,76792.67,0.0,4158401.2799999965,Cr,
3134,,,,,,,,, 
3135,12-Jul-2024,HO  ,25671M,Obligation For: 2425671M [Equities] Trade Date,579459.77,0.0,3578941.5099999965,Cr,
3136,,,,11/07/24,,,,,
3137,,,,,,,,, 
3138,15-Jul-2024,    ,24007F,NSE-F&O Obligation for 12/07/24,0.0,50188.58,3629130.0899999966,Cr,
3139,,,,,,,,, 
3140,16-Jul-2024,    ,24007F,NSE-F&O Obligation for 15/07/24,0.0,34539.17,3663669.2599999965,Cr,
3141,,,,,,,,, 
3142,19-Jul-2024,    ,24007F,NSE-F&O Obligation for 18/07/24,0.0,147178.92,3810848.1799999964,Cr,
3143,,,,,,,,, 
3144,22-Jul-2024,    ,24007F,NSE-F&O Obligation for 19/07/24,0.0,129453.03,3940301.2099999962,Cr,
3145,,,,,,,,, 
3146,23-Jul-2024,    ,24007F,NSE-F&O Obligation for 22/07/24,0.0,78252.66,4018553.8699999964,Cr,
3147,,,,,,,,, 
3148,23-Jul-2024,HO  ,25677M,Obligation For: 2425677M [Equities] Trade Date,0.0,535335.27,4553889.139999997,Cr,
3149,,,,22/07/24,,,,,
3150,,,,,,,,, 
3151,24-Jul-2024,    ,24007F,NSE-F&O Obligation for 23/07/24,68479.44,0.0,4485409.699999996,Cr,
3152,,,,,,,,, 
3153,24-Jul-2024,HO  ,25678M,Obligation For: 2425678M [Equities] Trade Date,573722.58,0.0,3911687.1199999964,Cr,
3154,,,,23/07/24,,,,,
3155,,,,,,,,, 
3156,25-Jul-2024,    ,24007F,NSE-F&O Obligation for 24/07/24,829814.0199999999,0.0,3081873.0999999964,Cr,
3157,,,,,,,,, 
3158,25-Jul-2024,HO  ,25679M,Obligation For: 2425679M [Equities] Trade Date,0.0,378890.84,3460763.939999996,Cr,
3159,,,,24/07/24,,,,,
3160,,,,,,,,, 
3161,26-Jul-2024,    ,24007F,NSE-F&O Obligation for 25/07/24,0.0,115326.82,3576090.759999996,Cr,
3162,,,,,,,,, 
3163,26-Jul-2024,HO  ,25680M,Obligation For: 2425680M [Equities] Trade Date,0.0,1821393.44,5397484.1999999955,Cr,
3164,,,,25/07/24,,,,,
3165,,,,,,,,, 
3166,29-Jul-2024,    ,24008F,NSE-F&O Obligation for 26/07/24,105200.24,0.0,5292283.959999995,Cr,
3167,,,,,,,,, 
3168,29-Jul-2024,HO  ,25681M,Obligation For: 2425681M [Equities] Trade Date,574478.74,0.0,4717805.219999995,Cr,
3169,,,,26/07/24,,,,,
3170,,,,,,,,, 
3171,30-Jul-2024,    ,24008F,NSE-F&O Obligation for 29/07/24,352579.63,0.0,4365225.589999995,Cr,
3172,,,,,,,,, 
3173,30-Jul-2024,HO  ,25682M,Obligation For: 2425682M [Equities] Trade Date,0.0,571338.5,4936564.089999995,Cr,
3174,,,,29/07/24,,,,,
3175,,,,,,,,, 
3176,31-Jul-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,1000000.0,5936564.089999995,Cr,
3177,,,,Of Client,,,,,
3178,,,,,,,,, 
3179,31-Jul-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,1000000.0,0.0,4936564.089999995,Cr,
3180,,,,Of Client,,,,,
3181,,,,,,,,, 
3182,31-Jul-2024,    ,24008F,NSE-F&O Obligation for 30/07/24,30453.19,0.0,4906110.899999995,Cr,
3183,,,,,,,,, 
3184,01-Aug-2024,    ,24008F,NSE-F&O Obligation for 31/07/24,0.0,42318.82,4948429.719999995,Cr,
3185,,,,,,,,, 
3186,02-Aug-2024,    ,24008F,NSE-F&O Obligation for 01/08/24,0.0,142388.71,5090818.429999995,Cr,
3187,,,,,,,,, 
3188,02-Aug-2024,HO  ,25685M,Obligation For: 2425685M [Equities] Trade Date,1085220.19,0.0,4005598.239999995,Cr,
3189,,,,01/08/24,,,,,
3190,,,,,,,,, 
3191,05-Aug-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,1000000.0,5005598.239999995,Cr,
3192,,,,Of Client,,,,,
3193,,,,,,,,, 
3194,05-Aug-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,1000000.0,0.0,4005598.2399999946,Cr,
3195,,,,Of Client,,,,,
3196,,,,,,,,, 
3197,05-Aug-2024,    ,24008F,NSE-F&O Obligation for 02/08/24,0.0,74693.49,4080291.729999995,Cr,
3198,,,,,,,,, 
3199,06-Aug-2024,    ,24008F,NSE-F&O Obligation for 05/08/24,108981.91,0.0,3971309.8199999947,Cr,
3200,,,,,,,,, 
3201,06-Aug-2024,HO  ,25687M,Obligation For: 2425687M [Equities] Trade Date,267963.67,0.0,3703346.149999995,Cr,
3202,,,,05/08/24,,,,,
3203,,,,,,,,, 
3204,07-Aug-2024,    ,24008F,NSE-F&O Obligation for 06/08/24,0.0,62263.88,3765610.0299999947,Cr,
3205,,,,,,,,, 
3206,07-Aug-2024,HO  ,25688M,Obligation For: 2425688M [Equities] Trade Date,0.0,289258.53,4054868.559999995,Cr,
3207,,,,06/08/24,,,,,
3208,,,,,,,,, 
3209,08-Aug-2024,    ,24008F,NSE-F&O Obligation for 07/08/24,0.0,14204.01,4069072.5699999947,Cr,
3210,,,,,,,,, 
3211,08-Aug-2024,HO  ,25689M,Obligation For: 2425689M [Equities] Trade Date,0.0,1825332.48,5894405.049999995,Cr,
3212,,,,07/08/24,,,,,
3213,,,,,,,,, 
3214,09-Aug-2024,    ,24008F,NSE-F&O Obligation for 08/08/24,0.0,135481.49,6029886.539999995,Cr,
3215,,,,,,,,, 
3216,09-Aug-2024,HO  ,25690M,Obligation For: 2425690M [Equities] Trade Date,1585552.2,0.0,4444334.339999995,Cr,
3217,,,,08/08/24,,,,,
3218,,,,,,,,, 
3219,12-Aug-2024,    ,24008F,NSE-F&O Obligation for 09/08/24,0.0,230633.23,4674967.569999996,Cr,
3220,,,,,,,,, 
3221,12-Aug-2024,HO  ,25691M,Obligation For: 2425691M [Equities] Trade Date,0.0,626133.11,5301100.679999996,Cr,
3222,,,,09/08/24,,,,,
3223,,,,,,,,, 
3224,13-Aug-2024,    ,24008F,NSE-F&O Obligation for 12/08/24,123941.44,0.0,5177159.239999996,Cr,
3225,,,,,,,,, 
3226,13-Aug-2024,HO  ,25692M,Obligation For: 2425692M [Equities] Trade Date,601454.87,0.0,4575704.369999995,Cr,
3227,,,,12/08/24,,,,,
3228,,,,,,,,, 
3229,14-Aug-2024,    ,24008F,NSE-F&O Obligation for 13/08/24,44166.99,0.0,4531537.379999995,Cr,
3230,,,,,,,,, 
3231,14-Aug-2024,HO  ,25693M,Obligation For: 2425693M [Equities] Trade Date,595029.38,0.0,3936507.9999999953,Cr,
3232,,,,13/08/24,,,,,
3233,,,,,,,,, 
3234,16-Aug-2024,    ,24008F,NSE-F&O Obligation for 14/08/24,118393.3700000004,0.0,3818114.6299999948,Cr,
3235,,,,,,,,, 
3236,19-Aug-2024,    ,24008F,NSE-F&O Obligation for 16/08/24,0.0,155950.6,3974065.229999995,Cr,
3237,,,,,,,,, 
3238,19-Aug-2024,HO  ,25695M,Obligation For: 2425695M [Equities] Trade Date,0.0,1132587.92,5106653.149999995,Cr,
3239,,,,16/08/24,,,,,
3240,,,,,,,,, 
3241,20-Aug-2024,    ,24008F,NSE-F&O Obligation for 19/08/24,59111.65,0.0,5047541.499999994,Cr,
3242,,,,,,,,, 
3243,20-Aug-2024,HO  ,25696M,Obligation For: 2425696M [Equities] Trade Date,0.0,462410.68,5509952.179999994,Cr,
3244,,,,19/08/24,,,,,
3245,,,,,,,,, 
3246,21-Aug-2024,    ,24008F,NSE-F&O Obligation for 20/08/24,290466.31,0.0,5219485.8699999945,Cr,
3247,,,,,,,,, 
3248,22-Aug-2024,    ,24008F,NSE-F&O Obligation for 21/08/24,23094.43,0.0,5196391.439999995,Cr,
3249,,,,,,,,, 
3250,23-Aug-2024,    ,24008F,NSE-F&O Obligation for 22/08/24,0.0,79598.7,5275990.139999995,Cr,
3251,,,,,,,,, 
3252,26-Aug-2024,    ,24008F,NSE-F&O Obligation for 23/08/24,0.0,66743.54,5342733.679999995,Cr,
3253,,,,,,,,, 
3254,27-Aug-2024,    ,24008F,NSE-F&O Obligation for 26/08/24,0.0,52730.92,5395464.599999995,Cr,
3255,,,,,,,,, 
3256,27-Aug-2024,HO  ,25701M,Obligation For: 2425701M [Equities] Trade Date,0.0,605266.06,6000730.659999995,Cr,
3257,,,,26/08/24,,,,,
3258,,,,,,,,, 
3259,28-Aug-2024,    ,24008F,NSE-F&O Obligation for 27/08/24,0.0,49077.29,6049807.949999995,Cr,
3260,,,,,,,,, 
3261,28-Aug-2024,HO  ,25702M,Obligation For: 2425702M [Equities] Trade Date,0.0,265647.35,6315455.299999994,Cr,
3262,,,,27/08/24,,,,,
3263,,,,,,,,, 
3264,29-Aug-2024,HO  ,25703M,Obligation For: 2425703M [Equities] Trade Date,0.0,652149.45,6967604.749999994,Cr,
3265,,,,28/08/24,,,,,
3266,,,,,,,,, 
3267,30-Aug-2024,    ,24008F,NSE-F&O Obligation for 29/08/24,0.0,86367.06,7053971.809999994,Cr,
3268,,,,,,,,, 
